id,n_tokens,n_axes,show_imprints,n_bananas,n_scorpions,box0_content,box1_content,box2_content,token0_box,token1_box,axe0_box,axe1_box,response_time_sender,response_time_interpreter
5797,2,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,3464,3334
5798,1,2,1,2,1,scorpion,banana,banana,1,NA,0,2,2880,5886
5793,1,2,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,2900,5683
5801,2,2,0,2,1,banana,scorpion,banana,2,0,0,2,4469,5392
5803,1,1,1,2,1,scorpion,banana,banana,1,NA,0,NA,3280,4173
5800,2,2,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,2669,3545
5796,2,1,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,2660,4040
5757,1,1,0,2,1,banana,scorpion,banana,0,NA,0,NA,3172,2376
5755,1,1,1,2,1,banana,banana,scorpion,2,NA,2,NA,3063,2972
5754,1,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,3149,5036
5771,2,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,2848,2608
5760,2,2,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,3026,7395
5770,1,1,0,2,1,banana,scorpion,banana,2,NA,2,NA,3228,3145
5774,2,2,1,2,1,banana,scorpion,banana,2,0,0,2,8283,4548
5768,2,1,0,2,1,scorpion,banana,banana,2,NA,2,NA,3941,2288
5704,1,2,0,2,1,banana,banana,scorpion,0,NA,0,NA,3059,6195
5772,2,1,1,2,1,scorpion,banana,banana,1,2,2,NA,9037,3453
5897,1,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,2140,4430
5916,2,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,13733,2360
6033,2,1,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,8633,6995
5909,1,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,9617,7421
5917,2,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,8965,4540
5584,1,2,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,5019,3604
5648,1,1,1,2,1,banana,scorpion,banana,0,NA,1,NA,10092,6045
5918,1,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,3506,9306
5911,1,2,1,2,1,banana,scorpion,banana,0,NA,1,2,6516,14800
5910,1,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,5523,3987
5935,1,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,3518,4145
5521,2,1,1,2,1,banana,scorpion,banana,2,0,1,NA,5246,15297
5932,2,2,0,2,1,banana,banana,scorpion,0,1,0,1,6843,5892
5928,1,2,0,2,1,banana,banana,scorpion,0,NA,0,NA,5595,5338
5921,1,1,1,2,1,banana,scorpion,banana,0,NA,0,NA,4603,6632
5925,1,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,5656,2820
5947,1,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,10951,2452
5927,1,1,0,2,1,scorpion,banana,banana,1,NA,1,NA,5247,2650
5929,2,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,3544,4102
5923,1,2,1,2,1,banana,scorpion,banana,0,NA,0,NA,3134,5242
5920,2,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,4171,3829
5931,1,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,3345,4482
5940,1,2,0,2,1,scorpion,banana,banana,1,NA,1,NA,5461,5816
5944,1,2,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,3346,2685
5942,1,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,5679,3092
5946,2,2,0,2,1,scorpion,banana,banana,1,2,2,1,10785,5185
5939,2,2,1,2,1,banana,banana,scorpion,0,1,1,0,4761,6270
5938,1,1,1,2,1,banana,banana,scorpion,0,NA,0,NA,2535,1672
5936,1,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,11350,4545
5943,2,1,1,2,1,banana,scorpion,banana,2,0,0,NA,6583,4956
6338,1,2,1,2,1,scorpion,banana,banana,1,NA,2,0,2756,4586
5848,1,2,1,2,1,banana,scorpion,banana,1,NA,1,NA,5798,8664
5804,2,1,0,2,1,banana,scorpion,banana,2,0,0,NA,4905,3883
5843,2,1,1,1,2,scorpion,banana,scorpion,2,0,1,NA,13140,3479
5841,1,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,5010,5022
5846,2,1,0,2,1,banana,scorpion,banana,1,2,1,NA,20141,3985
6112,2,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,4784,11881
6117,1,2,0,2,1,scorpion,banana,banana,0,NA,0,NA,6493,3520
5807,2,2,1,2,1,banana,banana,scorpion,0,1,1,0,4908,6266
5805,1,1,0,2,1,banana,banana,scorpion,1,NA,1,NA,3264,3568
6116,1,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,4197,4893
5812,2,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,2758,5460
6113,1,1,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,3455,4362
6115,1,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,2666,9964
5814,1,1,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,2522,3876
5811,1,2,0,2,1,banana,banana,scorpion,0,NA,0,NA,3352,2606
5816,1,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,2962,3065
5815,2,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,3116,4544
5810,2,1,1,2,1,scorpion,banana,banana,2,NA,0,NA,3213,3623
5820,1,1,0,2,1,scorpion,banana,banana,1,NA,1,NA,2749,1887
5808,2,1,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,2780,3960
5833,1,1,0,2,1,scorpion,banana,banana,1,NA,1,NA,5334,6828
5822,1,2,1,2,1,banana,scorpion,banana,0,NA,0,NA,2739,2401
5823,1,1,1,2,1,scorpion,banana,banana,2,NA,NA,NA,2442,4200
5827,2,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,3111,2983
5826,1,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,2492,3360
5838,1,2,1,1,2,banana,scorpion,scorpion,0,NA,NA,NA,2702,5990
5830,1,2,0,2,1,banana,scorpion,banana,0,NA,0,NA,2792,2070
5825,2,1,0,2,1,scorpion,banana,banana,2,NA,2,NA,3184,4670
5837,2,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,2953,8358
5859,2,2,0,2,1,scorpion,banana,banana,2,1,1,2,2776,8097
5852,1,1,1,2,1,banana,scorpion,banana,1,NA,0,NA,13781,9246
5863,1,2,0,2,1,scorpion,banana,banana,0,NA,0,NA,5512,4171
5862,2,2,1,1,2,scorpion,scorpion,banana,1,0,2,NA,5963,5320
5866,1,2,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,5585,3726
5856,1,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,4450,3650
5860,1,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,5025,6250
5875,1,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,1567,3313
5864,1,1,0,2,1,banana,scorpion,banana,2,NA,2,NA,5067,4535
5870,1,1,1,2,1,scorpion,banana,banana,0,NA,0,NA,5316,3192
5868,1,2,1,2,1,banana,banana,scorpion,2,NA,2,0,4187,9511
5871,2,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,5344,5610
5867,2,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,7346,3315
5887,1,2,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,5163,3058
6013,2,2,1,2,1,banana,banana,scorpion,1,0,0,1,6003,5218
5874,2,1,1,1,2,scorpion,scorpion,banana,0,1,2,NA,2790,6463
6012,2,2,0,2,1,banana,banana,scorpion,1,0,0,1,5255,7684
5876,1,1,0,2,1,banana,scorpion,banana,2,NA,2,NA,4431,3239
6015,1,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,2658,3301
5884,2,2,1,2,1,banana,scorpion,banana,2,0,2,0,2718,3731
5878,2,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,5287,7608
5872,2,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,18327,3690
5881,1,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,2048,4691
6018,2,1,0,2,1,scorpion,banana,banana,1,NA,1,NA,10449,2398
6014,2,1,1,1,2,banana,scorpion,scorpion,2,1,0,NA,5153,4128
6024,2,1,1,1,2,banana,scorpion,scorpion,2,1,0,NA,6216,3573
6029,1,2,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,3718,3404
5883,1,2,0,2,1,scorpion,banana,banana,0,NA,2,1,2589,7026
5888,1,1,1,2,1,scorpion,banana,banana,1,NA,0,NA,5251,3127
6228,2,1,0,2,1,scorpion,banana,banana,2,1,2,NA,7528,12572
6238,2,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,4374,11910
6230,2,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,6000,4203
6235,1,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,3943,3778
6227,1,2,1,2,1,banana,banana,scorpion,0,NA,0,1,10505,4396
6245,1,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,4180,3246
6231,1,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,4571,3549
6239,1,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,4184,3353
6236,2,2,0,2,1,banana,banana,scorpion,1,0,1,0,8223,7965
6232,1,2,0,2,1,banana,scorpion,banana,2,NA,2,NA,5710,4042
6247,1,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,5258,3181
6241,1,2,1,2,1,banana,banana,scorpion,0,NA,1,2,9471,6637
6243,1,1,0,2,1,banana,scorpion,banana,2,NA,2,NA,4911,2824
6249,1,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,4138,3049
6253,2,1,1,2,1,banana,banana,scorpion,0,1,0,NA,6518,4289
6261,1,1,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,4521,2675
6250,2,1,0,2,1,banana,banana,scorpion,0,1,2,NA,7540,7247
6251,2,2,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,4081,3450
6242,1,2,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,4093,1836
6259,1,1,1,2,1,banana,banana,scorpion,0,NA,0,NA,3760,1596
6260,2,1,1,2,1,banana,banana,scorpion,0,1,0,NA,7247,2813
6256,1,2,0,2,1,banana,banana,scorpion,0,NA,0,NA,3286,4567
6257,2,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,6411,6532
5893,1,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,2791,2547
5890,1,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,15122,4584
6084,1,2,0,2,1,banana,banana,scorpion,0,NA,0,NA,2511,2449
5901,2,1,1,2,1,banana,banana,scorpion,0,1,0,NA,7443,3854
5891,1,1,0,2,1,banana,scorpion,banana,0,NA,0,NA,1853,3167
5902,2,2,0,2,1,scorpion,banana,banana,2,1,1,2,2693,5587
5972,2,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,7104,4796
5976,2,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,4821,3431
5980,2,1,0,2,1,scorpion,banana,banana,1,NA,1,NA,6413,3433
5974,1,2,1,2,1,scorpion,banana,banana,0,NA,0,1,7951,6832
5973,2,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,3428,7725
5954,2,1,1,2,1,banana,scorpion,banana,0,2,2,NA,5258,2064
5840,1,1,0,2,1,banana,scorpion,banana,0,NA,0,NA,56396,2691
6354,2,1,1,2,1,banana,banana,scorpion,0,1,0,NA,4057,10064
5979,1,1,1,2,1,banana,scorpion,banana,1,NA,1,NA,17089,4188
5950,2,2,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,15401,3631
5759,2,2,1,2,1,banana,scorpion,banana,2,0,0,2,5617,6458
5951,2,1,0,2,1,banana,banana,scorpion,0,1,0,NA,7155,6128
6351,2,2,1,1,2,banana,scorpion,scorpion,0,NA,NA,NA,2862,3213
5960,1,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,4761,1373
6210,1,2,0,2,1,banana,banana,scorpion,0,NA,0,NA,23822,2153
5958,1,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,2935,2195
5966,1,2,1,2,1,banana,scorpion,banana,0,NA,0,2,3393,3498
5962,1,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,3335,2697
5965,1,2,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,4898,1957
5963,2,2,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,3009,6041
5955,1,2,0,2,1,scorpion,banana,banana,1,NA,1,NA,3093,2709
6086,1,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,3482,8252
5959,2,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,3314,3148
5964,1,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,3037,2710
5957,2,1,0,2,1,banana,banana,scorpion,0,1,0,NA,5506,2553
5967,1,1,1,2,1,banana,banana,scorpion,0,NA,2,NA,3058,4115
5961,2,2,1,2,1,scorpion,banana,banana,2,1,2,1,4549,13383
5956,2,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,3549,3772
6088,1,2,0,1,2,scorpion,scorpion,banana,2,NA,0,1,2830,5436
5984,1,2,0,1,2,scorpion,scorpion,banana,2,NA,1,0,5293,4844
5995,1,2,1,2,1,banana,banana,scorpion,2,NA,1,0,3129,11452
5999,2,1,1,2,1,scorpion,banana,banana,1,2,2,NA,7980,2760
5988,2,2,0,2,1,banana,scorpion,banana,0,2,0,2,6691,4903
5990,1,1,0,2,1,scorpion,banana,banana,1,NA,1,NA,4256,4329
5985,1,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,3721,2470
6017,1,2,0,2,1,banana,scorpion,banana,1,NA,1,NA,7214,4350
5994,2,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,3523,4119
5992,1,1,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,2827,6165
6005,1,2,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,2990,3587
5997,1,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,4550,2605
5998,2,1,0,2,1,scorpion,banana,banana,1,NA,1,NA,3249,7748
6001,1,1,1,2,1,banana,banana,scorpion,2,NA,0,NA,11459,8058
6007,1,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,4540,3670
6010,2,1,1,2,1,banana,scorpion,banana,0,2,0,NA,8158,4652
6030,1,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,3728,2237
6003,1,2,1,2,1,banana,scorpion,banana,1,NA,2,0,5864,4800
6006,2,2,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,3387,4594
6022,1,2,0,1,2,scorpion,scorpion,banana,2,NA,NA,NA,2754,10898
5880,2,1,1,2,1,banana,scorpion,banana,2,NA,0,NA,8962,8265
6009,2,2,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,4803,5917
6027,1,1,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,5920,3305
6023,1,1,1,2,1,scorpion,banana,banana,0,NA,2,NA,4982,2544
6002,1,1,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,4210,5722
6406,2,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,3230,1672
6021,2,2,1,1,2,scorpion,banana,scorpion,0,2,2,NA,9057,11316
5839,1,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,2371,2754
6016,2,2,0,2,1,banana,scorpion,banana,2,0,2,0,5189,8480
6020,2,2,1,2,1,banana,scorpion,banana,2,0,0,2,5148,4101
6037,2,1,1,2,1,banana,banana,scorpion,0,1,0,NA,7188,5542
6047,2,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,4628,5656
6036,1,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,4744,4226
6050,2,1,1,2,1,banana,banana,scorpion,0,NA,2,NA,6049,6137
6099,1,1,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,3606,2415
6103,1,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,6628,4012
6041,2,2,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,3782,6318
6045,1,1,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,3805,6257
6043,2,1,0,2,1,banana,scorpion,banana,0,NA,0,NA,18280,2597
6044,1,2,1,2,1,banana,scorpion,banana,2,NA,1,0,4168,13535
6040,1,1,0,2,1,banana,banana,scorpion,1,NA,1,NA,5873,5911
6039,1,2,0,2,1,banana,banana,scorpion,0,NA,0,NA,5927,4590
6053,2,1,0,2,1,scorpion,banana,banana,2,NA,2,NA,4303,2697
5628,2,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,6033,6686
6048,2,1,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,3880,3962
6057,2,2,1,2,1,scorpion,banana,banana,1,2,2,1,7324,15371
6054,1,1,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,4160,3643
6055,2,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,2848,3592
6147,2,1,1,1,2,scorpion,scorpion,banana,0,1,0,NA,5335,9206
6155,2,1,1,2,1,scorpion,banana,banana,2,1,2,NA,4286,2906
6085,1,2,1,2,1,banana,banana,scorpion,1,NA,0,NA,3833,6530
6148,1,2,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,4967,2663
6146,2,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,11001,3915
6031,1,2,1,2,1,scorpion,banana,banana,0,NA,2,1,6280,5838
6336,2,2,0,1,2,banana,scorpion,scorpion,0,NA,2,1,3645,8245
5836,2,2,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,2838,3120
6154,1,1,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,2130,4117
6144,1,1,0,2,1,scorpion,banana,banana,2,NA,2,NA,3299,5497
6028,1,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,3542,4191
6060,1,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,3898,3880
6162,1,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,4406,8168
6163,2,2,1,1,2,banana,scorpion,scorpion,1,2,0,NA,8481,4893
6107,1,2,0,2,1,scorpion,banana,banana,0,NA,0,1,7228,6123
6105,1,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,3249,3318
6108,2,2,1,2,1,banana,banana,scorpion,0,1,0,1,3963,4870
6109,1,1,1,2,1,banana,banana,scorpion,2,NA,1,NA,8501,7673
6061,1,2,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,3347,3984
6063,1,1,1,2,1,banana,banana,scorpion,0,NA,0,NA,3735,2824
6058,1,2,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,4065,4309
6076,1,1,1,2,1,banana,banana,scorpion,0,NA,0,NA,3967,2746
6077,2,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,3123,3168
6066,2,2,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,3993,3917
6070,2,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,7894,6847
6067,2,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,3124,2147
6072,1,2,1,2,1,banana,banana,scorpion,0,NA,1,2,3696,8145
6065,1,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,4533,3877
6069,2,2,1,2,1,scorpion,banana,banana,1,2,2,1,5896,2874
6074,1,1,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,3488,3167
6095,2,1,0,2,1,scorpion,banana,banana,2,NA,2,NA,3986,3952
6152,1,2,1,2,1,scorpion,banana,banana,0,NA,2,1,2338,4758
6151,2,2,0,2,1,scorpion,banana,banana,1,2,1,2,6740,10716
6093,2,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,2834,2976
6092,1,1,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,3067,3777
5583,2,2,0,2,1,scorpion,banana,banana,2,1,2,1,3436,6265
6150,2,1,0,2,1,banana,scorpion,banana,0,2,0,NA,7064,4265
6087,2,1,1,2,1,banana,scorpion,banana,0,NA,NA,NA,4235,3010
6157,2,2,1,1,2,scorpion,banana,scorpion,0,2,1,NA,6064,9733
6090,2,2,0,2,1,banana,banana,scorpion,0,1,0,1,7246,4867
6173,2,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,3957,4566
6166,1,2,0,2,1,scorpion,banana,banana,2,NA,2,NA,4915,4419
5657,1,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,4029,5342
6175,1,2,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,4266,4845
5599,2,1,0,2,1,scorpion,banana,banana,2,NA,2,NA,20092,3308
6174,1,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,3881,4578
6168,2,2,1,2,1,banana,scorpion,banana,2,0,0,2,4221,8920
6170,1,1,1,2,1,scorpion,banana,banana,1,NA,0,NA,4395,5757
6164,1,2,1,2,1,banana,scorpion,banana,1,NA,1,2,24499,12270
6178,2,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,2558,3497
5471,2,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,2872,4192
6185,1,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,3299,7842
6181,2,2,0,2,1,banana,scorpion,banana,0,2,0,2,5980,7009
5806,2,1,1,2,1,scorpion,banana,banana,2,NA,2,NA,2941,4321
6182,2,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,3397,3657
5986,2,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,5367,5425
6184,2,1,1,2,1,scorpion,banana,banana,2,1,1,NA,4340,9377
6177,2,2,1,1,2,banana,scorpion,scorpion,1,2,0,NA,8541,2368
6081,2,2,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,3864,3321
6186,1,2,1,2,1,banana,banana,scorpion,2,NA,2,NA,7176,1882
6179,1,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,2319,6328
6079,1,2,0,2,1,banana,banana,scorpion,0,NA,0,NA,4266,5701
6083,2,2,1,2,1,banana,banana,scorpion,0,1,0,1,5477,4628
5516,2,2,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,3438,2164
6082,1,1,1,2,1,banana,scorpion,banana,2,NA,2,NA,3580,2892
6282,1,2,1,2,1,banana,scorpion,banana,2,NA,1,0,3600,5557
5903,2,1,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,2359,2756
6344,1,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,2562,3392
6091,1,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,3381,3007
5404,2,2,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,3196,4032
6375,1,1,1,2,1,banana,scorpion,banana,0,NA,0,NA,9099,2963
5531,2,1,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,2337,2998
5468,1,2,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,5999,4075
6102,2,1,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,3976,3942
5663,2,1,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,3068,3825
5592,1,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,3865,6390
5850,1,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,2963,8396
6110,2,2,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,3029,3490
6118,1,1,1,2,1,banana,scorpion,banana,1,NA,1,NA,4826,5159
5996,2,2,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,4226,4628
6052,2,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,3566,5773
5671,2,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,4400,3886
5733,1,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,4873,3240
5933,2,2,1,2,1,scorpion,banana,banana,2,1,2,1,6634,8382
5795,1,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,4436,2996
6183,1,2,0,1,2,banana,scorpion,scorpion,0,NA,0,NA,7077,2912
6311,2,2,0,2,1,banana,scorpion,banana,2,0,0,2,3959,8576
5482,2,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,4593,3351
5419,1,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,2863,1646
5813,2,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,2883,3436
5937,2,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,2953,2817
6204,2,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,5668,2993
6206,1,2,0,2,1,scorpion,banana,banana,2,NA,1,NA,25975,4403
5426,2,1,0,2,1,banana,scorpion,banana,0,2,0,NA,9743,7830
6203,2,2,1,2,1,banana,banana,scorpion,0,1,1,0,8338,7816
5637,1,1,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,4378,3577
5773,1,2,1,2,1,scorpion,banana,banana,0,NA,2,1,6122,10041
5896,2,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,4462,3045
6244,2,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,4788,3333
5855,1,2,0,2,1,scorpion,banana,banana,1,NA,1,NA,11571,6002
6106,1,2,1,2,1,banana,scorpion,banana,1,NA,1,NA,3777,4297
5596,1,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,3813,3435
6169,1,1,0,2,1,banana,banana,scorpion,0,NA,0,NA,3945,2759
5978,1,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,3824,2113
5845,2,2,1,2,1,banana,banana,scorpion,1,0,0,1,15791,5601
5725,1,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,3642,11981
5851,2,1,1,2,1,scorpion,banana,banana,2,1,1,NA,9693,2560
6237,2,2,1,2,1,banana,scorpion,banana,2,0,0,2,6660,5356
6172,2,2,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,5915,11030
5415,2,1,1,2,1,scorpion,banana,banana,2,1,1,NA,4668,37513
6187,1,2,0,2,1,banana,banana,scorpion,0,NA,0,NA,19743,4631
5547,2,2,0,2,1,scorpion,banana,banana,2,1,1,2,5497,10209
6285,1,1,1,2,1,banana,banana,scorpion,0,NA,0,NA,2926,2524
6059,2,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,4876,5233
6125,1,2,1,2,1,scorpion,banana,banana,0,NA,0,1,5052,9115
5922,1,1,1,1,2,scorpion,banana,scorpion,1,NA,1,NA,4853,5848
6248,2,1,0,1,2,scorpion,scorpion,banana,2,NA,2,NA,3726,13811
5930,2,1,1,2,1,banana,scorpion,banana,2,0,0,NA,4279,4960
5809,2,2,0,2,1,banana,scorpion,banana,2,0,0,2,4821,4470
5602,1,2,1,2,1,banana,scorpion,banana,NA,NA,2,NA,24554,11197
6207,2,2,0,2,1,banana,scorpion,banana,2,0,1,NA,8444,4654
6287,1,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,4042,5417
6279,1,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,5836,3169
5429,2,2,1,1,2,banana,scorpion,scorpion,0,NA,0,NA,12724,3900
6286,2,2,0,1,2,scorpion,scorpion,banana,2,NA,1,0,4045,6349
5505,1,2,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,3432,2625
6281,1,1,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,3439,3727
5926,2,2,0,1,2,scorpion,banana,scorpion,1,NA,1,NA,3144,4121
5675,2,2,1,2,1,banana,banana,scorpion,1,0,1,0,4450,6962
5861,2,1,1,2,1,banana,banana,scorpion,0,1,0,NA,5145,3597
6307,2,1,1,1,2,scorpion,scorpion,banana,2,NA,2,NA,2776,2709
