id,sender_trial_order,interpreter_trial_order,practice,sender,interpreter,n_tokens,show_tokens,n_axes,show_axes,show_imprints,n_bananas,n_scorpions,box0_content,box1_content,box2_content,box0_open_to_sender,box1_open_to_sender,box2_open_to_sender,box0_open_to_interpreter,box1_open_to_interpreter,box2_open_to_interpreter,imprint0,imprint1,imprint2,token0_x_coord,token0_y_coord,token0_z_coord,token1_x_coord,token1_y_coord,token1_z_coord,token2_x_coord,token2_y_coord,token2_z_coord,token0_box,token1_box,token2_box,axe0_box,axe1_box,axe2_box,response_time_sender,response_time_interpreter,sender_started,interpreter_started,sender_abandoned,interpreter_abandoned,sender_completed,interpreter_completed
5674,27,26,0,006,027,2,1,2,1,1,1,2,banana,scorpion,scorpion,1,1,1,0,0,0,scorpion,scorpion,banana,-150.0,130.0,259.807621135332,540.0,10.0,400.0,,,,0,,,0,,,4070,4439,2015-06-15 15:00:26.830719,2015-06-18 14:59:48.357905,0,0,2015-06-15 15:00:36.325231,2015-06-18 14:59:57.928830
5664,17,21,0,006,033,1,1,2,1,1,2,1,banana,banana,scorpion,1,1,1,0,0,0,scorpion,banana,banana,300.0,130.0,-7.34788079488412e-14,,,,,,,2,,,2,,,3981,4643,2015-06-15 14:58:13.279867,2015-06-18 14:59:01.163927,0,0,2015-06-15 14:58:22.973541,2015-06-18 14:59:11.611402
5665,18,26,0,006,033,1,1,1,1,0,2,1,scorpion,banana,banana,1,1,1,0,0,0,scorpion,banana,banana,300.0,130.0,-7.34788079488412e-14,,,,,,,2,,,2,,,3280,3272,2015-06-15 14:58:27.082294,2015-06-18 15:00:11.465958,0,0,2015-06-15 14:58:35.865591,2015-06-18 15:00:20.231085
5666,19,24,0,006,036,1,1,2,1,1,1,2,banana,scorpion,scorpion,1,1,1,0,0,0,scorpion,banana,scorpion,-150.0,130.0,259.807621135332,,,,,,,0,,,0,,,3206,4111,2015-06-15 14:58:40.005029,2015-06-18 15:00:45.492571,0,0,2015-06-15 14:58:48.537779,2015-06-18 15:00:54.954514
5687,40,35,0,006,022,2,1,1,1,0,2,1,banana,scorpion,banana,1,1,1,0,0,0,banana,scorpion,banana,300.0,130.0,-7.34788079488412e-14,-150.0,130.0,259.807621135332,,,,2,0,,1,,,4477,6019,2015-06-15 15:03:28.890663,2015-06-18 15:01:37.491708,0,0,2015-06-15 15:03:38.901169,2015-06-18 15:01:49.156823
5677,30,29,0,006,028,2,1,1,1,0,2,1,banana,scorpion,banana,1,1,1,0,0,0,banana,banana,scorpion,-150.0,130.0,259.807621135332,540.0,10.0,400.0,,,,0,,,0,,,2713,3228,2015-06-15 15:01:10.089187,2015-06-18 15:01:04.540414,0,0,2015-06-15 15:01:18.146495,2015-06-18 15:01:13.542502
5622,39,34,0,001,022,1,1,2,1,0,2,1,scorpion,banana,banana,1,1,1,0,0,0,scorpion,banana,banana,-150.0,130.0,259.807621135332,,,,,,,0,,,0,,,6817,1989,2015-06-15 15:06:25.018958,2015-06-18 15:01:25.874502,0,0,2015-06-15 15:06:37.665555,2015-06-18 15:01:33.265834
5623,40,43,0,001,025,1,1,1,1,1,1,2,scorpion,scorpion,banana,1,1,1,0,0,0,scorpion,scorpion,banana,300.0,130.0,-7.34788079488412e-14,,,,,,,2,,,2,,,10034,2918,2015-06-15 15:06:41.786425,2015-06-18 15:05:23.723587,0,0,2015-06-15 15:06:56.844603,2015-06-18 15:05:31.680103
5684,37,33,0,006,024,2,1,1,1,0,1,2,scorpion,scorpion,banana,1,1,1,0,0,0,banana,scorpion,scorpion,300.0,130.0,-7.34788079488412e-14,540.0,10.0,400.0,,,,2,,,2,,,4931,3756,2015-06-15 15:02:48.426945,2015-06-18 15:01:35.485100,0,0,2015-06-15 15:02:59.067532,2015-06-18 15:01:44.515359
5686,39,41,0,006,022,2,1,1,1,1,1,2,banana,scorpion,scorpion,1,1,1,0,0,0,scorpion,banana,scorpion,540.0,10.0,300.0,-150.0,130.0,259.807621135332,,,,0,,,0,,,3429,2340,2015-06-15 15:03:15.914018,2015-06-18 15:02:57.298767,0,0,2015-06-15 15:03:24.762605,2015-06-18 15:03:04.737960
5690,43,40,0,006,033,1,1,2,1,0,2,1,banana,scorpion,banana,1,1,1,0,0,0,scorpion,banana,banana,-150.0,130.0,-259.807621135331,,,,,,,1,,,1,,,4262,3390,2015-06-15 15:04:10.065661,2015-06-18 15:03:36.763090,0,0,2015-06-15 15:04:19.940123,2015-06-18 15:03:45.554189
5680,33,40,0,006,034,2,1,2,1,0,1,2,scorpion,banana,scorpion,1,1,1,0,0,0,banana,scorpion,scorpion,-150.0,130.0,-259.807621135331,540.0,10.0,400.0,,,,1,,,1,,,2925,4305,2015-06-15 15:01:51.742473,2015-06-18 15:04:03.486107,0,0,2015-06-15 15:02:00.244899,2015-06-18 15:04:13.334800
5682,35,39,0,006,034,1,1,2,1,1,2,1,banana,scorpion,banana,1,1,1,0,0,0,scorpion,banana,banana,-150.0,130.0,259.807621135332,,,,,,,0,,,0,,,3166,6633,2015-06-15 15:02:20.839148,2015-06-18 15:03:47.129528,0,0,2015-06-15 15:02:29.747885,2015-06-18 15:03:59.279612
5626,43,39,0,001,031,1,1,1,1,1,2,1,banana,banana,scorpion,1,1,1,0,0,0,scorpion,banana,banana,-150.0,130.0,259.807621135332,,,,,,,0,,,0,,,5366,5509,2015-06-15 15:07:28.359929,2015-06-18 15:03:54.945208,0,0,2015-06-15 15:07:39.282639,2015-06-18 15:04:06.256309
5689,42,44,0,006,034,1,1,1,1,1,2,1,scorpion,banana,banana,1,1,1,0,0,0,banana,banana,scorpion,300.0,130.0,-7.34788079488412e-14,,,,,,,2,,,2,,,3690,5939,2015-06-15 15:03:56.719657,2015-06-18 15:05:01.081986,0,0,2015-06-15 15:04:05.722555,2015-06-18 15:05:12.735696
5706,59,58,0,006,024,2,1,1,1,1,2,1,scorpion,banana,banana,1,1,1,0,0,0,banana,scorpion,banana,-150.0,130.0,-259.807621135331,300.0,130.0,-7.34788079488412e-14,,,,1,2,,1,,,6625,3403,2015-06-15 15:08:30.607685,2015-06-18 15:07:30.352388,0,0,2015-06-15 15:08:42.947982,2015-06-18 15:07:39.504355
5508,53,49,0,009,024,2,1,2,1,0,2,1,banana,scorpion,banana,1,1,1,0,0,0,banana,scorpion,banana,300.0,130.0,-7.34788079488412e-14,-150.0,130.0,259.807621135332,,,,2,0,,0,2,,4076,5177,2015-06-15 15:08:47.809835,2015-06-18 15:05:17.034569,0,0,2015-06-15 15:08:57.845977,2015-06-18 15:05:27.490202
5683,36,44,0,006,025,2,1,1,1,1,2,1,banana,banana,scorpion,1,1,1,0,0,0,banana,banana,scorpion,-150.0,130.0,-259.807621135331,540.0,10.0,400.0,,,,1,,,1,,,4755,3063,2015-06-15 15:02:34.120348,2015-06-18 15:05:35.814471,0,0,2015-06-15 15:02:44.299874,2015-06-18 15:05:44.503618
5691,44,46,0,006,036,1,1,1,1,0,1,2,scorpion,scorpion,banana,1,1,1,0,0,0,banana,scorpion,scorpion,300.0,130.0,-7.34788079488412e-14,,,,,,,2,,,2,,,3833,3935,2015-06-15 15:04:24.334929,2015-06-18 15:06:05.034267,0,0,2015-06-15 15:04:33.393930,2015-06-18 15:06:14.464540
5642,59,52,0,001,025,2,1,2,1,1,2,1,banana,scorpion,banana,1,1,1,0,0,0,banana,scorpion,banana,300.0,130.0,-7.34788079488412e-14,-150.0,130.0,259.807621135332,,,,2,0,,0,2,,12276,2807,2015-06-15 15:12:03.446929,2015-06-18 15:07:13.925871,0,0,2015-06-15 15:12:21.457955,2015-06-18 15:07:22.519879
5703,56,61,0,006,027,1,1,1,1,0,2,1,banana,scorpion,banana,1,1,1,0,0,0,banana,banana,scorpion,-150.0,130.0,259.807621135332,,,,,,,0,,,0,,,4327,2031,2015-06-15 15:07:50.562245,2015-06-18 15:07:34.698233,0,0,2015-06-15 15:08:00.236073,2015-06-18 15:07:42.277944
5646,63,63,0,001,021,1,1,1,1,0,1,2,banana,scorpion,scorpion,1,1,1,0,0,0,banana,scorpion,scorpion,-150.0,130.0,259.807621135332,,,,,,,0,,,0,,,2521,5043,2015-06-15 15:13:11.299625,2015-06-18 15:08:55.886128,0,0,2015-06-15 15:13:19.156508,2015-06-18 15:09:06.092975
5640,57,57,0,001,021,2,1,2,1,0,2,1,scorpion,banana,banana,1,1,1,0,0,0,banana,banana,scorpion,-150.0,130.0,-259.807621135331,300.0,130.0,-7.34788079488412e-14,,,,1,2,,2,1,,7773,5075,2015-06-15 15:11:31.455771,2015-06-18 15:07:27.576877,0,0,2015-06-15 15:11:45.065654,2015-06-18 15:07:38.204585
5709,62,57,0,006,028,2,1,2,1,1,2,1,banana,scorpion,banana,1,1,1,0,0,0,scorpion,banana,banana,300.0,130.0,-7.34788079488412e-14,-150.0,130.0,259.807621135332,,,,2,0,,2,0,,4446,5025,2015-06-15 15:09:16.325490,2015-06-18 15:07:54.931427,0,0,2015-06-15 15:09:25.965967,2015-06-18 15:08:05.817235
5647,64,58,0,001,028,1,1,1,1,0,2,1,scorpion,banana,banana,1,1,1,0,0,0,scorpion,banana,banana,-150.0,130.0,-259.807621135331,,,,,,,1,,,1,,,1952,3000,2015-06-15 15:13:23.274414,2015-06-18 15:08:10.002337,0,0,2015-06-15 15:13:30.732144,2015-06-18 15:08:18.656377
